scientificName
Gayophytum decipiens
Pinus ponderosa var. scopulorum
Prunus virginiana var. melanocarpa
Erigeron glabellus var. glabellus
Osmorhiza occidentalis
Lupinus argenteus var. argenteus
Chenopodium glaucum var. salinum
Physaria acutifolia var. acutifolia
Crepis acuminata
Poa interior
Bromus tectorum
Salix lasiandra var. caudata
Rosa woodsii
Scirpus microcarpus
Barbarea vulgaris
Equisetum arvense
Cardamine breweri
Veronica americana
Trifolium hybridum
Eriogonum umbellatum var. majus
Capsella bursa-pastoris
Erigeron flagellaris
Nemophila breviflora
Geranium viscosissimum var. incisum
Thalictrum fendleri
Hesperostipa comata var. intermedia
Bromus carinatus
Purshia tridentata
Juniperus scopulorum
Elymus spicatus
Gnaphalium palustre
Solidago altissima var. gilvocanescens
Packera dimorphophylla var. dimorphophylla
Carex nigricans
Luzula parviflora
Carex paupercula
Erigeron melanocephalus
Symphyotrichum foliaceum var. apricum
Sibbaldia procumbens
Veronica wormskjoldii
Epilobium lactiflorum
Agoseris glauca var. dasycephala
Danthonia intermedia
Castilleja rhexifolia
Zigadenus elegans
Potentilla gracilis var. brunnescens
Caltha chionophila
Ligusticum tenuifolium
Ivesia gordonii
Polemonium pulcherrimum var. delicatum
Menyanthes trifoliata
Dieteria canescens var. canescens
Hippuris vulgaris
Rumex fueginus
Gentiana affinis
Descurainia sophia
Artemisia frigida
Ericameria nauseosa var. nauseosa
Chenopodium atrovirens
Heterotheca fulcrata
Cordylanthus ramosus
Pinus flexilis
Pseudotsuga menziesii var. glauca
Populus tremuloides
Artemisia tridentata var. vaseyana
Arctostaphylos uva-ursi
Isoëtes bolanderi
Carex scopulorum
Potentilla diversifolia var. diversifolia
Plantago eriopoda
Aconitum columbianum ssp. columbianum
Juncus ensifolius var. ensifolius
Senecio triangularis
Glyceria elata
Erigeron glacialis var. glacialis
Potentilla gracilis var. pulcherrima
Solidago simplex var. simplex
Platanthera purpurascens
Pyrola asarifolia var. asarifolia
Symphyotrichum foliaceum var. canbyi
Sedum lanceolatum
Calamagrostis inexpansa
Osmorhiza berteroi
Pyrola minor
Abies bifolia
Conioselinum scopulorum
Parnassia fimbriata var. fimbriata
Angelica pinnata
Vaccinium cespitosum
Heterotheca pumila
Gentianopsis detonsa var. elegans
Trisetum wolfii
Mitella pentandra
Cirsium clavatum var. americanum
Salix planifolia
Senecio eremophilus var. kingii
Sambucus racemosa var. microbotrys
Senecio atratus
Oxytropis deflexa var. sericea
Elymus trachycaulus var. trachycaulus
Epilobium saximontanum
Angelica grayi
Arnica cordifolia
Oxyria digyna
Trisetum spicatum
Festuca rubra ssp. rubra
Poa arctica ssp. arctica
Chamerion angustifolium var. canescens
Silene drummondii var. striata
Penstemon whippleanus
Festuca minutiflora
Erigeron acris ssp. politus
Antennaria rosea
Hieracium triste
Senecio fremontii var. blitoides
Epilobium hornemannii var. hornemannii
Boechera stricta
Carex nova var. nova
Potentilla gracilis var. fastigiata
Arnica mollis
Phleum pratense var. pratense
Carex scopulorum var. scopulorum
Carex pyrenaica
Carex phaeocephala
Epilobium anagallidifolium
Achnatherum lettermanii
Carex albonigra
Ribes lacustre
Carex rossii
Carex chalciolepis
Eleocharis quinqueflora
Bistorta bistortoides
Aquilegia coerulea var. coerulea
Gentiana algida
Artemisia scopulorum
Cirsium arvense
Madia glomerata
Artemisia dracunculus
Rubus idaeus var. aculeatissimus
Trollius albiflorus
Calamagrostis purpurascens
Tonestus lyallii
Festuca brachyphylla var. coloradensis
Luzula spicata
Antennaria umbrinella
Ranunculus adoneus
Geum rossii var. turbinatum
Trifolium parryi var. parryi
Chamerion angustifolium var. angustifolium
Carex nova
Carex epapillosa
Cirsium scariosum var. coloradense
Rumex densiflorus
Geum macrophyllum var. perincisum
Gentianella amarella var. acuta
Veratrum californicum
Kalmia microphylla
Antennaria corymbosa
Castilleja occidentalis
Osmorhiza depauperata
Salix bebbiana
Ranunculus macounii
Delphinium barbeyi
Androsace septentrionalis
Draba crassifolia var. crassifolia
Leucopoa kingii
Poa abbreviata ssp. pattersonii
Erigeron ursinus
Vicia americana var. americana
Lathyrus lanszwertii var. leucanthus
Mertensia ciliata var. ciliata
Elymus elymoides var. elymoides
Bromus porteri
Potentilla hippiana var. hippiana
Penstemon saxosorum
Rosa sayi
Festuca thurberi
Helianthella quinquenervis
Erigeron elatior
Pedicularis parryi var. parryi
Tragopogon dubius
Boechera spatifolia
Erigeron grandiflorus
Salix arctica var. petraea
Phacelia sericea var. sericea
Noccaea fendleri ssp. glauca
Draba aurea
Elymus elongatus var. ponticus
Elymus cinereus
Solanum triflorum
Chenopodium simplex
Phacelia heterophylla var. heterophylla
Penstemon strictus
Cynoglossum officinale
Arrhenatherum elatius var. elatius
Achnatherum nelsonii ssp. nelsonii
Cymopterus alpinus
Minuartia rubella
Boechera grahamii
Cerastium arvense
Artemisia norvegica var. saxatilis
Myosotis alpestris
Eremogone fendleri
Phlox pulvinata
Potentilla concinna var. concinna
Trifolium dasyphyllum
Antennaria anaphaloides
Potentilla pensylvanica var. pensylvanica
Carex elynoides
Hackelia floribunda
Lupinus sericeus
Ipomopsis aggregata ssp. aggregata
Delphinium glaucum
Potentilla gracilis var. elmeri
Sidalcea candida var. candida
Hydrophyllum fendleri var. fendleri
Castilleja flava var. flava
Calochortus gunnisonii var. gunnisonii
Gayophytum racemosum
Elymus elymoides var. brevifolius
Elymus lanceolatus var. riparius
Dactylis glomerata
Astragalus miser var. oblongifolius
Heuchera parvifolia
Crepis intermedia
Salix geyeriana var. geyeriana
Senecio bigelovii var. hallii
Agoseris glauca var. glauca
Stellaria longipes var. longipes
Penstemon rydbergii var. aggregatus
Erigeron formosissimus var. viscidus
Eleocharis palustris
Sparganium emersum
Galium triflorum
Picea engelmannii var. engelmannii
Poa reflexa
Arnica rydbergii
Descurainia californica
Rosa nutkana
Frasera speciosa
Carex bebbii
Hordeum brachyantherum
Salix monticola
Urtica dioica var. procera
Lomatium dissectum var. multifidum
Linaria vulgaris
Medicago lupulina
Epilobium brachycarpum
Lappula squarrosa
Pseudostellaria jamesiana
Cercocarpus montanus var. montanus
Hesperostipa comata var. comata
Xanthisma grindelioides var. grindelioides
Chaenactis douglasii
Sphaeralcea coccinea
Astragalus adsurgens var. robustior
Oenothera flava
Elymus hispidus var. hispidus
Bromus japonicus
Hordeum jubatum
Verbascum thapsus
Quercus gambelii
Dracocephalum parviflorum
Thlaspi arvense
Erigeron speciosus
Melilotus officinalis
Melica bulbosa
Dieteria bigelovii var. bigelovii
Descurainia incana
Primula pauciflora var. pauciflora
Hydrophyllum capitatum var. capitatum
Ranunculus uncinatus
Lonicera involucrata var. involucrata
Cornus sericea var. sericea
Heracleum maximum
Viola canadensis
Turritis glabra
Collomia linearis
Amelanchier alnifolia var. alnifolia
Carex athrostachya
Eriogonum umbellatum var. aureum
Amelanchier utahensis
Krascheninnikovia lanata
Astragalus flexuosus var. flexuosus
Linanthus pungens
Eriogonum microthecum var. laxiflorum
Eriogonum lonchophyllum
Wyethia amplexicaulis
Glyceria striata
Carex pellita
Carex lenticularis var. pallida
Sidalcea neomexicana var. neomexicana
Epilobium ciliatum var. ciliatum
Valeriana edulis var. edulis
Carex raynoldsii
Achnatherum nelsonii ssp. dorei
Lepidium campestre
Packera streptanthifolia
Phlox longifolia ssp. longifolia
Ranunculus inamoenus var. inamoenus
Ranunculus alismifolius var. montanus
Veronica serpyllifolia var. humifusa
Draba albertina
Galium bifolium
Valeriana occidentalis
Delphinium nuttallianum
Orobanche fasciculata
Conringia orientalis
Lithospermum ruderale
Lupinus argenteus var. laxiflorus
Artemisia spiciformis
Astragalus bisulcatus var. haydenianus
Sisymbrium altissimum
Ranunculus cymbalaria
Ranunculus sceleratus var. multifidus
Plantago major
Rumex crispus
Equisetum laevigatum
Astragalus agrestis
Potentilla gracilis var. flabelliformis
Potentilla anserina
Saxifraga flagellaris var. crandallii
Erigeron pinnatisectus
Elymus scribneri
Antennaria media
Sedum integrifolium
Besseya alpina
Poa arctica ssp. grayana
Eritrichium argenteum
Mertensia viridis
Saxifraga chrysantha
Polemonium viscosum
Smelowskia calycina var. americana
Tonestus pygmaeus
Chionophila jamesii
Claytonia megarhiza
Packera werneriifolia
Silene acaulis
Paronychia pulvinata
Senecio amplectens var. holmii
Vaccinium scoparium
Saxifraga bronchialis var. austromontana
Salix reticulata var. nana
Poa alpina
Festuca saximontana var. saximontana
Poa arida
Phacelia sericea var. ciliosa
Hymenoxys grandiflora
Cherleria obtusiloba
Potentilla nivea var. nivea
Saxifraga cespitosa var. delicatula
Senecio soldanella
Ligusticum filicinum
Epilobium ciliatum var. glandulosum
Gayophytum ramosissimum
Stellaria borealis var. borealis
Erythranthe moschata
Cardamine pensylvanica
Myriophyllum verticillatum
Persicaria amphibia
Juncus longistylis
Utricularia vulgaris ssp. macrorhiza
Potentilla norvegica ssp. monspeliensis
Carex nebrascensis
Sidalcea candida
Crepis runcinata var. runcinata
Perideridia montana
Eriogonum umbellatum var. umbellatum
Maianthemum stellatum
Rorippa palustris var. hispida
Pterospora andromedea
Packera fendleri
Rosa woodsii var. ultramontana
Drymocallis fissa
Carex vesicaria
Ranunculus flammula var. ovalis
Callitriche palustris
Pyrola chlorantha
Linnaea borealis var. longiflora
Chimaphila umbellata var. occidentalis
Comarum palustre
Cicuta maculata var. angustifolia
Drosera rotundifolia
Sparganium natans
Carex disperma
Mentha arvensis
Equisetum hyemale var. affine
Eriophorum gracile
Shepherdia canadensis
Ceanothus velutinus var. velutinus
Solidago missouriensis
Cerastium fontanum ssp. vulgare
Matricaria discoidea
Polygonum aviculare
Erigeron eatonii var. eatonii
Juncus arcticus var. balticus
Potentilla hippiana × Potentilla gracilis var. pulcherrima
Trifolium repens
Oxytropis splendens
Ranunculus aquatilis var. diffusus
Carex aurea
Sagina saginoides
Eleocharis acicularis
Carex canescens var. canescens
Ranunculus gmelinii
Veronica scutellata
Carex crawfordii
Mimulus lewisii
Erigeron caespitosus
Juncus vaseyi
Erysimum asperum
Cerastium beeringianum
Saxifraga rhomboidea
Poa glauca var. rupicola
Potentilla plattensis
Chrysothamnus vaseyi
Sarcobatus vermiculatus
Astragalus kentrophyta var. tegetarius
Pyrrocoma lanceolata var. lanceolata
Artemisia tridentata var. wyomingensis
Typha latifolia
Oenothera cespitosa var. cespitosa
Ericameria nauseosa var. graveolens
Artemisia borealis ssp. borealis
Poa cusickii var. epilis
Lycopodium annotinum
Carex illota
Eriophorum angustifolium
Athyrium filix-femina var. californicum
Polygonum polygaloides ssp. kelloggii
Draba crassifolia
Erigeron leiomerus
Carex echinata ssp. echinata
Listera cordata
Sorbus scopulina
Carex saxatilis
Erythronium grandiflorum var. grandiflorum
Lepidium ramosissimum var. bourgeauanum
Stachys palustris var. pilosa
Pyrola picta var. picta
Herrickia glauca var. glauca
Solidago lepida var. salebrosa
Platanthera obtusata
Potentilla bipinnatifida var. bipinnatifida
Nuphar polysepala
Carex limosa
Carex buxbaumii
Draba cana
Draba crassa
Antennaria neglecta
Actaea rubra
Potentilla hippiana var. effusa
Paronychia sessiliflora
Salsola tragus
Monolepis nuttalliana
Alyssum desertorum
Verbena bracteata
Lepidium ramosissimum var. divergens
Salix exigua
Symphyotrichum ascendens
Chenopodium overi
Glaux maritima
Persicaria lapathifolia
Eriogonum cernuum
Senecio hydrophilus
Atriplex truncata
Potamogeton natans
Scutellaria galericulata
Arceuthobium americanum
Allium brevistylum
Betula glandulosa
Thalictrum sparsiflorum
Gayophytum diffusum var. strictipes
Stellaria longifolia
Heterotheca villosa var. villosa
Artemisia arbuscula var. arbuscula
Chrysothamnus viscidiflorus var. lanceolatus
Acer glabrum var. glabrum
Rubus parviflorus var. parviflorus
Poa leptocoma
Vicia villosa
Symphyotrichum foliaceum var. parryi
Arctium minus
Thermopsis montana var. divaricarpa
Agrostis gigantea
Phacelia hastata var. hastata
Rumex acetosella
Solidago altissima var. altissima
Schedonorus arundinaceus
Geum rivale
Juncus ensifolius var. montanus
Elymus hispidus var. ruthenicus
Tripleurospermum inodorum
Clematis columbiana var. tenuiloba
Salix wolfii var. wolfii
Achnatherum richardsonii
Anemone multifida var. multifida
Erysimum cheiranthoides ssp. altum
Rorippa palustris var. fernaldiana
Montia chamissoi
Polemonium occidentale var. occidentale
Artemisia cana var. viscidula
Hymenoxys hoopesii
Campanula parryi var. parryi
Heterotheca horrida
Muhlenbergia montana
Orthocarpus luteus
Erigeron formosissimus var. formosissimus
Mulgedium pulchellum
Vicia americana var. minor
Pyrrocoma crocea var. crocea
Calamagrostis rubescens
Pteridium aquilinum var. latiusculum
Chenopodium desiccatum
Amaranthus blitoides
Corydalis aurea var. occidentalis
Dieteria canescens var. glabra
Symphyotrichum lanceolatum var. hesperium
Lactuca serriola
Rudbeckia laciniata var. ampla
Cirsium vulgare
Potentilla recta
Plantago lanceolata
Convolvulus arvensis
Ericameria parryi var. howardii
Lupinus polyphyllus var. prunophilus
Poa bulbosa
Lomatium triternatum ssp. platycarpum
Crepis modocensis var. modocensis
Allium textile
Castilleja angustifolia var. dubia
Chorispora tenella
Taraxacum officinale
Astragalus cibarius
Senecio integerrimus var. exaltatus
Fritillaria atropurpurea
Mentzelia albicaulis
Achnatherum hymenoides
Antennaria dimorpha
Viola purpurea var. venosa
Cymopterus glomeratus var. glomeratus
Eriogonum ovalifolium var. purpureum
Zigadenus venenosus var. gramineus
Stenotus acaulis
Packera multilobata
Lomatium orientale
Erysimum capitatum var. argillosum
Boechera retrofracta
Trifolium gymnocarpon var. gymnocarpon
Agoseris parviflora
Erigeron engelmannii var. engelmannii
Cymopterus planosus
Astragalus drummondii
Atriplex gardneri
Microseris nutans
Draba nemorosa var. nemorosa
Erigeron nematophyllus
Camelina microcarpa
Lomatium grayi var. grayi
Phlox hoodii
Penstemon fremontii var. fremontii
Cryptantha watsonii
Sisymbrium linifolium
Astragalus purshii var. purshii
Descurainia pinnata var. brachycarpa
Carex vallicola
Collinsia parviflora
Microsteris gracilis var. humilior
Elymus canadensis var. canadensis
Hedysarum boreale var. boreale
Viola vallicola
Astragalus spatulatus
Comandra umbellata var. pallida
Ranunculus testiculatus
Phlox multiflora
Taraxacum erythrospermum
Lathrocasis tenerrima
Juniperus osteosperma
Balsamorhiza sagittata
Cryptantha flava
Poa wheeleri
Picea pungens
Populus balsamifera var. balsamifera
Agropyron cristatum var. cristatum
Athyrium filix-femina
Amelanchier alnifolia var. pumila
Juncus bufonius
Polystichum lonchitis
Platanthera aquilonis
Trillium ovatum var. ovatum
Pteridium aquilinum var. pubescens
Cinna latifolia
Calamagrostis canadensis var. langsdorfii
Tragopogon pratensis
Grindelia hirsutula
Centaurea stoebe ssp. australis
Centaurea diffusa
Erigeron lonchophyllus
Verbena stricta
Anthoxanthum hirtum
Agrostis idahoensis
Luzula multiflora
Bistorta vivipara
Rorippa alpina
Erigeron coulteri
Polygonum polygaloides ssp. confertiflorum
Epilobium halleanum
Potamogeton illinoensis
Potamogeton richardsonii
Myriophyllum sibiricum
Clematis occidentalis var. grosseserrata
Schedonorus pratensis
Arnica latifolia
Leptosiphon nuttallii ssp. nuttallii
Carex geyeri
Symphoricarpos oreophilus var. utahensis
Tetradymia canescens
Muhlenbergia filiformis
Leptosiphon septentrionalis
Rumex paucifolius
Ipomopsis aggregata ssp. weberi
Carex jonesii
Asclepias speciosa
Elymus repens
Carex egglestonii
Carex xerantica
Astragalus tenellus
Ipomopsis aggregata ssp. attenuata
Helianthus nuttallii
Artemisia arbuscula var. longiloba
Helianthus annuus
Navarretia sinistra ssp. sinistra
Beckmannia syzigachne
Glyceria grandis
Silene latifolia
Moneses uniflora
Monotropa hypopithys
Antennaria parvifolia
Poa wheeleri × Poa pratensis
Poa fendleriana
Drymocallis convallaria
Lepidium densiflorum var. macrocarpum
Corydalis aurea var. aurea
Geum triflorum var. ciliatum
Astragalus alpinus var. alpinus
Alopecurus pratensis
Lepidium draba
Trifolium longipes var. reflexum
Poa occidentalis
Stellaria obtusa
Maianthemum racemosum var. amplexicaule
Thermopsis montana var. montana
Viola adunca
Carex haydeniana
Lupinus lepidus var. utahensis
Carex hoodii
Helianthella uniflora
Betula occidentalis
Barbarea orthoceras
Floerkea proserpinacoides
Corallorhiza maculata
Lupinus argenteus var. argophyllus
Abies concolor
Urtica dioica var. occidentalis
Pedicularis procera
Clematis hirsutissima var. hirsutissima
Erigeron uintahensis
Rorippa sphaerocarpa
Ranunculus eschscholtzii var. eschscholtzii
Lewisia pygmaea
Glycyrrhiza lepidota
Lomatium leptocarpum
Salix amygdaloides
Astragalus bisulcatus var. major
Bromus commutatus
Draba streptocarpa
Mitella stauropetala var. stenopetala
Anemone patens var. multifida
Viola palustris
Ribes coloradense
Carex siccata
Erigeron compositus
Mertensia lanceolata
Senecio wootonii
Ribes cereum
Polemonium brandegeei
Ranunculus pedatifidus var. affinis
Calypso bulbosa var. americana
Coryphantha vivipara
Penstemon virens
Polypodium saximontanum
Astragalus parryi
Oxytropis multiceps
Claytonia lanceolata
Euphorbia brachycera
Physaria montana
Harbouria trachypleura
Crataegus erythropoda
Toxicodendron rydbergii
Galium aparine
Arabis pycnocarpa var. pycnocarpa
Oxytropis lambertii var. bigelovii
Leucocrinum montanum
Physocarpus monogynus
Astragalus shortianus
Viola nuttallii
Senecio integerrimus var. integerrimus
Cardamine cordifolia var. incana
Rosa arkansana var. arkansana
Lithospermum incisum
Sisyrinchium montanum
Mertensia humilis
Rhus trilobata var. trilobata
Cryptantha virgata
Claytonia multiscapa
Rubus deliciosus
Geranium caespitosum
Carex duriuscula
Erodium cicutarium
Gilia ophthalmoides
Alyssum simplex
Erysimum capitatum var. capitatum
Plantago patagonica
Oenothera cespitosa var. macroglottis
Salix irrorata
Descurainia incisa var. incisa
Scutellaria brittonii
Penstemon secundiflorus ssp. secundiflorus
Senecio spartioides
Penstemon laricifolius var. exilifolius
Veronica peregrina var. xalapensis
Gutierrezia sarothrae
Equisetum variegatum var. variegatum
Symphoricarpos occidentalis
Argemone hispida
Tanacetum vulgare
Cyclachaena xanthifolia
Malus pumila
Kochia scoparia
Amauriopsis dissecta
Townsendia hookeri
Brickellia grandiflora
Potentilla rupincola
Amaranthus powellii
Parietaria pensylvanica
Ribes inerme var. inerme
Tradescantia occidentalis var. occidentalis
Oxytropis sericea var. sericea
Paronychia jamesii
Linaria dalmatica var. dalmatica
Lepidium densiflorum var. ramosum
Jamesia americana var. americana
Crepis atribarba
Draba reptans
Ipomopsis spicata var. spicata
Astragalus racemosus var. racemosus
Anemone narcissiflora var. zephyra
Carex inops ssp. heliophila
Besseya plantaginea
Lupinus argenteus var. fulvomaculatus
Stellaria media
Euphorbia virgata
Fragaria vesca
Carex peckii
Astragalus convallarius var. scopulorum
Penstemon caespitosus var. caespitosus
Penstemon secundiflorus
Eriogonum brevicaule var. brevicaule
Hymenoxys richardsonii var. richardsonii
Aliciella pinnatifida
Carex occidentalis
Eriogonum arcuatum var. xanthum
Saxifraga bronchialis
Arnica fulgens
Valeriana acutiloba
Pedicularis racemosa
Penstemon procerus
Minuartia obtusiloba
Cirsium eatonii var. eriocephalum
Castilleja flava
Poa lettermanii
Thelypodium sagittatum var. sagittatum
Penstemon procerus var. procerus
Physaria floribunda var. osterhoutii
Neoparrya lithophila
Reseda luteola
Penstemon crandallii var. ramaleyi
Penstemon glaber var. alpinus
Symphoricarpos oreophilus
Ericameria discoidea
Eriogonum umbellatum
Phacelia sericea
Chamerion angustifolium
Polemonium pulcherrimum
Salix glauca var. villosa
Penstemon hallii
Xanthisma coloradoense
Aliciella stenothyrsa
Lewisia rediviva var. rediviva
Salix eriocephala var. ligulifolia
Danthonia unispicata
Artemisia michauxiana
Potentilla rubricaulis
Danthonia californica
Lupinus argenteus var. parviflorus
Polygonum erectum
Carex pachystachya
Packera crocata
Carex parryana var. unica
Ranunculus acriformis var. acriformis
Gentiana aquatica
Astragalus bodinii
Pedicularis crenulata
Triglochin maritima
Primula incana
Sisyrinchium pallidum
Lomatium nuttallii
Hymenopappus filifolius var. cinereus
Physaria parvula
Angelica ampla
Allium geyeri var. geyeri
Penstemon cyathophorus
Cryptantha fendleri
Erigeron canus
Penstemon watsonii
Geum aleppicum
Trifolium nanum
Saxifraga cernua
Potamogeton pusillus var. tenuissimus
Potamogeton alpinus
Carex lasiocarpa
Piptatherum exiguum
Erigeron nivalis
Silene hitchguirei
Senecio taraxacoides
Papaver radicatum ssp. kluanensis
Eritrichum nanum var. elongatum
Primula parryi
Potentilla subjuga
Draba fladnizensis var. pattersonii
Campanula uniflora
Saxifraga rivularis
Draba porsildii var. porsildii
Dryas hookeriana
Carex brunnescens var. brunnescens
Botrychium lanceolatum var. lanceolatum
Arnica gracilis
Potamogeton epihydrus
Penstemon rydbergii var. rydbergii
Salix brachycarpa × Salix glauca var. villosa
Artemisia biennis var. biennis
Apocynum androsaemifolium
Grindelia squarrosa
Leucanthemum vulgare
Limosella aquatica
Gnaphalium exilifolium
Elymus smithii
Potentilla biennis
Cryptantha sericea
Agropyron cristatum var. desertorum
Xylorhiza glabriuscula
Veronica biloba
Atriplex suckleyi
Phacelia salina
Lomatium foeniculaceum var. foeniculaceum
Eremogone eastwoodiae var. eastwoodiae
Malcolmia africana
Physaria ludoviciana
Pediocactus simpsonii
Poa cusickii var. pallida
Ipomopsis congesta var. congesta
Carex petasata
Stenotus armerioides var. armerioides
Tetraneuris torreyana
Achnatherum contractum
Carex filifolia
Lappula fremontii var. fremontii
Trifolium gymnocarpon
Chamaerhodos erecta
Oenothera nuttallii
Sisymbrium loeselii
Astragalus scopulorum
Salix melanopsis
Symphyotrichum falcatum var. falcatum
Chenopodium berlandieri var. zschackei
Atriplex rosea
Cleome serrulata
Carum carvi
Lepidium perfoliatum
Penstemon albidus
Cryptantha celosioides
Penstemon humilis var. humilis
Pinus edulis
Ipomopsis aggregata ssp. candida
Persicaria punctata
Eriogonum annuum
Abronia fragrans
Oenothera latifolia
Fendlera rupicola
Delphinium ramosum
Rumex utahensis
Rumex occidentalis
Polygonum sawatchense
Phlox condensata
Viola biflora
Ranunculus macauleyi
Potentilla pensylvanica
Polemonium confertum
Castilleja puberula
Pedicularis sudetica ssp. scopulorum
Penstemon griffinii
Rorippa sinuata
Humulus lupulus var. neomexicanus
Callitriche heterophylla var. heterophylla
Arabis hirsuta
Sophora nuttalliana
Gaillardia pinnatifida
Gentiana bigelovii
Lupinus pusillus var. pusillus
Liatris ligulistylis
Rudbeckia hirta var. pulcherrima
Artemisia campestris
Nasturtium officinale
Axyris amaranthoides
Dalea candida var. oligophylla
Astragalus bisulcatus var. bisulcatus
Croton texensis
Evolvulus nuttallianus
Cryptantha cinerea var. cinerea
Lithospermum caroliniense var. croceum
Cryptantha paradoxa
Lupinus polyphyllus var. ammophilus
Cryptantha flavoculata
Cryptantha fulvocanescens var. nitida
Pediomelum aromaticum
Artemisia campestris var. pacifica
Penstemon glaber var. brandegeei
Astragalus crassicarpus var. crassicarpus
Taraxacum scopulorum
Penstemon harbourii
Koenigia islandica
Saxifraga foliolosa
Eriogonum lachnogynum
Penstemon auriberbis
Ptelea trifoliata
Ipomopsis spicata ssp. capitata
Cryptantha cinerea var. jamesii
Physaria vitulifera
Packera tridenticulata
Penstemon angustifolius var. angustifolius
Rumex venosus
Anemone canadensis
Oenothera coronopifolia
Salix brachycarpa var. brachycarpa
Saxifraga rivularis var. debilis
Epilobium clavatum
Phlox muscoides
Mirabilis multiflora var. multiflora
Clematis hirsutissima var. scottii
Ipomopsis longiflora ssp. longiflora
Populus deltoides var. occidentalis
Salix fragilis
Ranunculus ranunculinus
Salix gooddingii
Populus deltoides var. wislizenii
Potentilla ovina var. decurrens
Heuchera bracteata
Clematis orientalis
Thalictrum alpinum
Eriogonum umbellatum var. porteri
Aliciella sedifolia
Heuchera hallii
Saxifraga oregana
Penstemon fremontii var. glabrescens
Phlox austromontana ssp. austromontana
Delphinium alpestre
Eriogonum flavum var. flavum
Oenothera villosa var. villosa
Penstemon glaber var. glaber
Polemonium pulcherrimum var. pulcherrimum
Potentilla uniflora
Eriogonum gordonii
Gentianopsis barbellata
Cirsium undulatum
Melampodium leucanthum
Sphaerophysa salsula
Thelesperma filifolium
Astragalus pectinatus
Psoralidium lanceolatum
Euphorbia missurica
Quercus turbinella
Townsendia incana
Asclepias viridiflora
Astragalus sericoleucus
Chaetopappa ericoides
Podistera eastwoodiae
Gaillardia aristata
Solidago nemoralis var. longipetiolata
Acer negundo var. interius
Iva axillaris
Draba oligosperma var. oligosperma
Psoralidium tenuiflorum
Pediomelum argophyllum
Euphorbia marginata
Acroptilon repens
Frasera albomarginata var. albomarginata
